text,label,source
"When relatives have acted strangely, and unfriendly towards me.",shame,isear
"When ,due to hunger and tiredness, I became generally irritated á with my fiancee and made cutting remarks which really hurt him.  á Later I realized that my unfounded irritation had hurt the person á I love most on earth.",guilt,isear
"On a boat trip to Denmark, 14 of us had a lot of fun and we á spent SEK 10 each on one armed bandits and against all odds we á won the jackpot of SEK 1000.",joy,isear
"A rainy day, I was cycling downhill and a car door suddenly á opened and while trying to avoid it the back wheels of my bike á got caught in the tram tracks.  I somersaulted but had no á injuries.",fear,isear
On the way home from Marstrand I was driving behind my father's á car.  Another car tried to push in front of my father and he was á forced to swerve and he thus collided the car with a pillar.  The á other car drove off without even seeing what had happened.,anger,isear
My girlfriend who had spent 6 months abroad broke off our á relationship by letter.,sadness,isear
At the police centre a man between 40-50 was brought in.  He was á very drunk and in all likelihood had not slept indoors for a long á time and had relieved himself in his trousers.,disgust,isear
A customer at the shop where I worked came in and asked if the á goods that he had ordered had arrived.  I had totally á forgotten about this order and I tried to offer weak excuses.,shame,isear
I was 4-5 years old when I hid the bicycle keys of a not very á good friend.  After a few hours I pretended that I had found á it.,guilt,isear
When I was at the end-of-term party last week and had fun - was á happy and sang and drank only soft drinks.  It is possible to á have a good time without alcohol.,joy,isear
Last Summer I was walking along the beach in a bikini and an á awful man came cycling after me.  He was shouting and I ran as á fast as my legs could carry me.,fear,isear
In a course I thought that I deserved good marks but I only got á ordinary marks with no justification as to why I was given these á marks.,anger,isear
When I crashed my car and it had to be scrapped then.  It was my á fault and I feel depressed as I miss the car.,sadness,isear
"I had some sort of a stomach virus last week and  I vomited in á college in the morning, then in the cake shop, three times during á the trip home and again when I got home.",disgust,isear
When I was an evening school teacher it was my job to make the á coffee but I was not able to get the coffee ready on time and I á thus arrived half an hour late to the class.  On top of this the á coffee was undrinkable.,shame,isear
Many years ago a friend wanted me to with her to southern Europe á and I preferred to travel alone.  I felt guilty because I wanted á to go on my own.,guilt,isear
When I felt that my love was returned.,joy,isear
When I was convinced that someonne had broken into my flat and I á woke up and heard sounds that frightened me.,fear,isear
"When it became clear that a man had used many people sexually á and psychologically, despite the fact that many people looked up á to him.  I understood that one could not trust him and I was á forced to hide this for a while.",anger,isear
When I feel helpless after having tried to help someone without á any result.,sadness,isear
When I think now about the way my father behaved when filing a á divorce.,disgust,isear
"When as an 8 year old, I wet myself in school.",shame,isear
"When as a 7 year old, I stole money from my mother.",guilt,isear
When I recently got a very positive answer from a clinic telling á me that they would willingly assist and collect data for me for a á clinical pilot study.,joy,isear
Every time I meet a certain dog that has once bitten me.,fear,isear
When after a lot of provocation my child threw a plate on the á floor.,anger,isear
When I realized that I could not communicate properly with my á closest friend.,sadness,isear
When I tried to explain to my child as to why there were á magazines wiith naked girls on them at the kiosk.,disgust,isear
When I stole a packet of cigarettes from a neighbour  and the á next day I owned up and returned it.,shame,isear
When I was forced to decline the invitation to my mother's 70th á birthday because of my work committments in another area.,guilt,isear
"When I began dansing, the teacher came and told me that I was á very good and would soon get into the ballet academy. ",joy,isear
"A late Saturday night I found myself locked in the central á underground station of Stockholm with a group of 50 hard rockers á who were drunk and equipped with various kinds of chains, etc.",fear,isear
"When I was forced to call the telephone company about a bill á concerning a disconnected phone belonging to my landlord.  The á bill was four months overdue and in the meanwhile he had been á using my phone, he seemed to have no intention of having his own á phone reconnected.",anger,isear
Whenever I read or think about the way people treat animals and á nature.,sadness,isear
When I saw a T.V programme on animals in the film world á (mistreated and used).,disgust,isear
When I was 13 years old I wrote passionate love letters to my á boyfriend and I later found out that his sister had read them.,shame,isear
"When I \hated\"" one of mmy flatmates who was nice to me.""",guilt,isear
When my 6 month old son is happy and well.,joy,isear
A four year girl ran away from her father straight in front of my á car.  I was forced to use the emergency brakes.,fear,isear
[ After an examine I had been satisfied with.],anger,isear
When a colleague failed to contact me at the arranged time.,sadness,isear
When I read racist slogans on the walls.,disgust,isear
About Sweden's arms exports.,shame,isear
Not doing something I had promised.,guilt,isear
When I gave birth to a healthy boy.,joy,isear
When my husband and I spent a night by ourselves in a house which á was in an area on the outskirts of a large town with which we were  á not familiar.  We  heard strange noises outside the house and the  á house had glass walls so the whole thing was even more á frightening.,fear,isear
Jealous of my husband's old girlfriend.  We met her with her á husband and there was a lot of reminiscing.,anger,isear
When my daughter had problems with her friends and I could see á her predicament from the window.  She was given a the cold á shoulder.,sadness,isear
"When I was an auxiliary nurse at the hospital and I had to change á the nappies, for the first time, of a very old and sick woman.",disgust,isear
When friends found out that I had been lying about where I had á been on a particular occasion.,shame,isear
When my middle child became very difficult to handle after the á birth of his baby brother and I did not have any patience with á him.,guilt,isear
When my husband and I decided to take a few days holiday after a á particularly trying period.,joy,isear
Before a hospital visit prior to a D&C under anasthesia for an á expected miscarriage.,fear,isear
Exchange of points of view with my sister on a family matter.,anger,isear
Treatment to become pregnant with a negative result.,sadness,isear
"When I was young, about 6 or 7, I did not make it to the toilet á on time.  I hid the dirty trousers in the cellar as I feared itá being discovered by my parents.",shame,isear
At work a boy was injured because of my lack of supervision.,guilt,isear
When I gave birth to a child and saw that it was normal when it á was put against my breast.,joy,isear
During labour when the foetal sounds became faint and there was a á big alert for a forceps delivery.,fear,isear
"At a cash desk where I had gone to buy 16 rolls of kitchen paper á at a reduced price.  After queuing with screaming children; it á turned out that I had taken two 8 roll packets instead of the one á 16 roll packet to which the rebate applied.  The assistant said á \You will have to get it another time.\""""",anger,isear
When I first heard that Tage Dannielsson had died.,sadness,isear
The lift of Stockholm central station stank of vomit and urine.,disgust,isear
On the train a drunk person touched my baby and I reacted very á disapprovingly.  I felt ashamed later as the person had not been á aggressive though he could have been.,shame,isear
I get irritated with my son when he screams or is sick all over á his clean clothes.,guilt,isear
The high school entrance exam.,joy,isear
"A gang of screaming and drunk youths \captured\"" a tram.""",fear,isear
An unjust refree decision at a sports event when I was the team á leader.,anger,isear
When my girlfriend left me.,sadness,isear
I was dominated by a certain person and even though I knew it I á could not change my own reactions.,disgust,isear
When I was given detention at secondary school.,shame,isear
When I splashed a child by not slowing down while driving á through a puddle of water.,guilt,isear
"Yesterday, when the final whistle blew at the final match between á OIS and IFK and it was certain that OIS had won the Swedish á title.",joy,isear
I was teaching someone to drive and when we were about to crash I á was scared.,fear,isear
A drummer who had borrowed my drums destroyed both the drumskin á and the sticks.  He did not repair them nor did he tell me about á it.,anger,isear
When my dad gives priority to my kid brother's band and his á other activities.  We both play in different bands and rehearse á in my parents garage.,sadness,isear
A friend unjustly put the blame on me to relieve his conscience á and also spread lies for the same purpose.,disgust,isear
"My behaviour at a recent party.  I passed out early, luckily.",shame,isear
When I was face to face with my deceived friend after sleeping á with his wife.,guilt,isear
"When I dived among sharks and the brightly coloured fish on the á outer reef of Tvavni, Fidgi.",joy,isear
"When I missed crashing, by a hair's breadth, into a man who came á out 20 metres ahead of me when I was driving at 110km/h.",fear,isear
When I told off a computer teacher who did not want to teach me á beacause of prejudice.,anger,isear
When I could not do anything because of a bad back.,sadness,isear
When I discovered that the house we had hired in Tonga was full á of cockroaches.,disgust,isear
When I excreted on the mat instead of the potty.,shame,isear
When I pulled a chair from under someone at kindergarten and he á hit his head.,guilt,isear
When I passed the driving test three weeks ago and got my á licence.,joy,isear
When the car I was driving skidded on an icy road and landed in   á a ditch with one side against a rock.,fear,isear
[ No response.],anger,isear
[ No response.],sadness,isear
[ No response.],disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
When I met friends I had not seen for the last 2-4 years.,joy,isear
When a guy chased me when I was out jogging.,fear,isear
[ No response.],anger,isear
[ No reponse.],sadness,isear
[ No response.],disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
[ No response.],joy,isear
[ No response.],fear,isear
When the morning newspaper has not arrived.,anger,isear
[ No response.],sadness,isear
[ No response.],disgust,isear
[ No response.],disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
"I feel unbelievably happy about the relationship between my á boyfriend and me, it is a reoccurring feeling.",joy,isear
A reoccurring fear that something will happen to my relatives.,fear,isear
"When I argue with my boyfriend, I feel as though he feels á superior to me.",anger,isear
When I failed an exam last Summer.  I had worked very hard for it á and I was very disappointed thinking that it was hopeless to á continue at college.  I did overreact.,sadness,isear
[ No response.],disgust,isear
[ No response.],shame,isear
When I argue with my sister.  It feels sometimes that I have the á upper hand and I use it.  I often argue better and this makes her á terribly angry.,guilt,isear
I was very happy when I got an attractive Summer job.,joy,isear
The birth of my child.,joy,isear
"When I have to leave the baby in the carriage and go shopping, I á fear that something will happen to the baby.",fear,isear
When during Winter the water pipes froze and we did not have any á water for two days.,anger,isear
I did not quite succeed in breast feeding my baby.,sadness,isear
 The smell of garlic in rush-hour bus.,disgust,isear
"I fell on the ground while crossing the street.  My cap covered á my eyes and I felt quite \difficult\"".""",shame,isear
"I have a two-month old baby.  When I came here, to the á university, to attend lectures, I had to leave the baby with his á father.  I felt guilty.",guilt,isear
"During the Christmas holidays, I met some of my old friends, á after not having seen them for six months.",joy,isear
"We were driving a car of a friend of mine when we turned in the á wrong direction towards an unknown district, and nearly drove á down a precipice.",fear,isear
When our religion teacher presented shocking sectarian thoughts á and doom's day as official teaching.,anger,isear
"My grandfather died, when I was an exchange student in the USA.",sadness,isear
"I insulted a couple of good friends of mine and even tried to hit á them when I was drunk.  The next day, I was ashamed of course.",shame,isear
I stole carrots and got caught.  I had to apologize to the owner.,guilt,isear
"In the underground's escalator, a youngish bum asked me for á money.  Although I did not give him anything, the fellow told me á that I was really good-looking.  A man who was in front of me á also turned to look at me.",joy,isear
I was afraid of moving away from home and moving to Helsinki for á my studies.,fear,isear
"In the student kitchen that we share, somebody drank from my á juice pot (one litre) so that I only got one glass out of the á whole pot.",anger,isear
My father gave money to my brother but not to me.,sadness,isear
"During the week-end at home, my mother fries greasy and unhealthy á meat dishes which make me feel sick.",disgust,isear
I was wearing slippery shoes and I tumbled down in a place where á there were many people walking by.,shame,isear
"I ate a Runeberg's cake, though I knew that I would immediately á put on a kilo.",guilt,isear
"At about nine p.m., I went home by bike on a dark cycle-track; á because of lack of time I had to take the short-cut.",fear,isear
Once I had to go home on foot at 5 a.m. I had to pass through a á forest and I was going alone.,fear,isear
I missed the train and had to wait for the next for two hours. á For this reason I missed an appointment which had been very á important for me.,anger,isear
When my grandmother died. I had lived with her for ten years.,sadness,isear
"When I went home by train from Sicilia, I was molested by a man.",disgust,isear
I lied to someone and some time later this person found out that á I had not told him the truth.,shame,isear
I had to decline an appointment which had been very important for á the other person. For this reason we even got into trouble.,guilt,isear
"A person with whom I had been on bad terms, gave me a present. We á became reconciled.",joy,isear
"A friend's father had died, I was to come and see this friend á although I did not know his family.",fear,isear
I was watching TV with a friend. After the first film I wanted to á watch another film on the same channel. My friend switched over á to the other cannel without asking me what I wanted.,anger,isear
My boy-friend an I seperated on his initiative.,sadness,isear
"A friend's boy-friend treated her very badly, let her serve him, á provoked her and just utilized her.",disgust,isear
I had lied to a person because I had thought that I could not á tell him the truth. When he found out he was not angry but á understanding. We talked the whole thing over.,shame,isear
I had told a person unpleasant things in a bad manner. He was á very depressed and caused an accident.,guilt,isear
After having considered it for hours I was able to overcome my á scruples and to call a friend with whom I had fallen in love. I á realized that my decision was right - and was very glad.,joy,isear
After having slept for a short time I woke up - I had the feeling á of someone standing beside me and was very frightened. I had to á turn on the light turn on the light for several minutes before I á was able to get to sleep again.,fear,isear
"I moved to a flat. A friend who had lived there before, had left á the flat in a terrible mess. I was very angry about that á sloppiness and impudence.",anger,isear
"My father had a complicated operation. A long time before and á also a long time after that, we did not know how he would get á over it. During all that time I felt very sad.",sadness,isear
It was in a tramway-carriage: A stranger insulted a girl just á because she blew her nose. I detested his behaviour.,disgust,isear
"Quite recently I realized that I had had some erroneous views á about life. For instance, I had always lived for other people, á had forgotten my own person and suppressed my own feelings. I was á ashamed because I had not been concious of that until I had a á conversation about it with a person.",shame,isear
I had a quarrel with near persons. I said many ill-considered á things and I regretted it when it was to late.,guilt,isear
In summer when I was sailing with friends in Greece I felt joy.,joy,isear
I was riding with a friend in his car. At a speed of 120 km/h on á the snow-covered motorway I would have liked to get out.,fear,isear
Meeting a male friend with whose wife I was having an affair.,guilt,isear
"Walking along the beach with a friend (another girl), talking, á picking up shells, laughing, chasing seagulls.",joy,isear
"Climbing a mountain to see a view, towards the top we suddenly á came across a ledge with a nearly sheer drop on either side, á which I had to cross.",fear,isear
"A friend suggested in a round-about way that the reason we were á late for something was because of me, and that I'm often late. I á know this was partly true, but felt it unjustified that á particular time and I felt I couldn't do  anything about it á anyway (i.e. being late).",anger,isear
Talking to a very good friend who had just had a very bad á experience which was changing his whole way of looking at life á etc.,sadness,isear
I came across a group of people with the same basic ideas/beliefs á who were all fighting and going against what they would say was á good.,disgust,isear
"I was working in a job in which I could not work quickly enough, á and was told that my work was not up to standard.",shame,isear
I had wasted some time instead of doing something I needed to do á to give to a friend. (Also in the time I wasted I had done some á things I did not consider morally right).,guilt,isear
On meeting an old friend of mine.,joy,isear
When my brother was very late in arriving home from work.,fear,isear
During a fight with my best friend.,anger,isear
When my dog died.,sadness,isear
During a movie in which I saw the effect of white settlers in á Africa.,disgust,isear
When I got a bad result for one of my assignments.,shame,isear
Leaving a friend of mine alone at a dance - I felt I should have á kept her company.,guilt,isear
"When I realised that I was forgiven by the God who is there, when á I realised how much God loves me and that my acceptance with him á is not based on my performance - that he loves me unconditionally á and showed that love in Christ who died because I do need á forgiveness.",joy,isear
"At my father's treatment of my mother, at his disregard for her, á and not being committed to her.",anger,isear
"At a lack of love of my father for my mum, sadness for him more á than anyone else because he does not realise how much love and á happiness there could be between them, and is, and how much he is á damaging himself apart from mum.",sadness,isear
"At using other people, because of sexual experience that was á using another to the detriment of both. Anxiety that I may have á affected another for the worst.",shame,isear
"For the above: guilt at not living up to my own moral á expectation, guilt for not being the type of person my patents á wanted, guilt for just about bloody everything, just realising á that I have failed drastically in my own eyes.",guilt,isear
"I was rock-climbing and absailing & felt OK, but suddenly as I á was going over the cliff I was hit by fear - I couldn't go on á absailing down the cliff and had to be actually hauled back up á it.",fear,isear
"I told my boy friend not to park in a certain place because the á car would ger towed away - he didn't listen and it was towed away. á At that stage, our finances were below the poverty line & it á cost us $10.00 - all the money we had to get us through that week á (including rent).",anger,isear
My sister won a scholarship to Norway and it was particularly as á she walked across the tarmac to get on the plane and she looked á back at us.,sadness,isear
I work part-time as a shop-assistant and a customer spoke to me á very loudly about an Indian man & white woman with children - how á horrible that was and would I want to have little dark children.,disgust,isear
"My mother told my uncle who is a Roman Catholic Priest á (Redemptist Father) that I had been living in a de-facto á relationship for three years. He was very, very angry at me.",shame,isear
"I received a wedding invitation from an ex-flatmate, enclosed was á a small note that overcame a lot of the differences that had á arisen between us due to the circumstances in which she left the á flat.",joy,isear
"One afternoon, helping at home on the property, I was á (mustering) getting in cattle and a bull turned and came for me.",fear,isear
"Getting a terrible exam mark, which I couldn't understand the á reason for, and trying to see a lecturer or tutor, but being á given the runaround.",anger,isear
"Watching an old lady running up the street to catch her bus and á miss it, it reminded me of my own mother and how dreadful it á would be to be her in the same situation.",sadness,isear
"Coming home one night - my sister was home, and had been drinking á heavily and started picking arguments.",disgust,isear
When I am travelling by car and have to meet an oncoming car á while overtaking.,fear,isear
When a close relative is treated badly.,anger,isear
When a close friend died.,sadness,isear
When I saw all the starving people in Ethiopia on T.V.  It felt á awful to see such suffering.,disgust,isear
[ No response.],shame,isear
When a mistake occurred at work which I was not responsible for.  á This was disclosed later.,guilt,isear
When I called my boyfriend he asked me if I would live with him.,joy,isear
Last Summer in Italy I was attacked by a dog.It was terrible to á feel that untidy dirty dog against my naked skin.,fear,isear
When my father's new fiancee treats me like a child.  She does á not trust me and constantly misunderstands me.  I get á particularly angry when she says nasty things about my boyfriend á with whom she works.,anger,isear
"When the guy I was in love with told me that he had met someone á else and that we would not meet again for a year.  Although we á did not have a steady relatioship, we were having an affair.",sadness,isear
[ No response.],disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
When my love for a guy was returned.,joy,isear
"When I think of death - not my own but that of my parents, á brothers and sisters.",fear,isear
My parents did not approve my choice of a boyfriend (now an á ex-boyfriend).  He happened to be 13 years older than me and he á was considered completely unsuitable for me.  IDIOT.,anger,isear
[ No response.],sadness,isear
When my uncle comes (3 times a year) for the traditional á Christmas dinner with my grandparents and other relatives and is á very drunk.,disgust,isear
[ No response.],shame,isear
I was living at home during the Summer vacations and towards the á end decided to take some of my clothes and other belongings to á the appartment in Guttenburg.  When I had finished I went to my á ex-boyfriend's (relationship uncertain) home and stayed there á till 5 A.M.  I had to leave then as my parents needed the car for á work in the morning.  My parents do not like my boyfriend.,guilt,isear
I met my present boyfriend on a boat trip to England.  We had á said that we would call each other when we got back to Sweden (we á were not going to the same town in England).  As soon as I walked á in he called from England as he could not wait till he came á home.,joy,isear
When my mother's heart nearly stopped.,fear,isear
"There was a sofa in my flat which belonged to the old tenants who á were acquaintances.  It should have been picked up a year ago but á they had postponed it.  Eventually they decided on one date and I á stayed at home despite the fact that I had other things to do.  á They did not come, nor did they call and they still have not got á in touch with me.",anger,isear
When my ex-boyfriend and I separated.,sadness,isear
"Very intoxicated men who incite each other to fight.   I met a á vile smelling man on the tram who got closer and closer to me á till I got up, then he got angry.",disgust,isear
[ Do not remember any situation of that kind.],shame,isear
When my nephew asked me to tell him a story and I simply did not á have the energy or the will.  When I saw his disappointment I was á terribly guilty and read a story to him after all.,guilt,isear
When I fell in love.,joy,isear
"Earlier, I was afraid of speaking in front of a crowd of people.",fear,isear
A girl I was with went off with another guy.,anger,isear
At set-backs.,sadness,isear
I worked in a harbour and emptied latrine containers from the á back of the lorries.,disgust,isear
The day after the night I drank too much at a party.,shame,isear
[ Can not think of anything.],guilt,isear
When I was accepted as a student of Psychology here at á Gutttenburg.,joy,isear
I woke up in the middle of the night as I had jumped and shouted á with fear.  I thought that someone's cold hand or something á similar had touched my hand.  I crept down under the covers and á went back to sleep.,fear,isear
[ No response.],anger,isear
[ No response.],sadness,isear
When I was a young teenager (14)  my brother-in-law to be had á made heavy advances to me.  I did not understand very well what á it was all about but I reacted strongly and the feelings are á still there.,disgust,isear
[ No response.],shame,isear
I broke off with my partner as I wanted him as a friend and not á as a lover.  He reacted very violently and I felt guilty as I á had made him so desperately unhappy.,guilt,isear
I made dinner for some friends and they appreciated it very much.,joy,isear
I was nearly knocked down while I was cycling.,fear,isear
My father and I had an argument because I do not help enough at á home.,anger,isear
[ No response.],sadness,isear
I had intercourse with someone and then I realized that what I á had done was wrong and it disgusted me.,disgust,isear
[ Do not know.],shame,isear
I said nasty things which I did not mean to a friend.,guilt,isear
After intercourse.,joy,isear
Disappointment over a friend.,fear,isear
Quarrelled with my younger brother.,anger,isear
When I woke up after a nightmare.,sadness,isear
Helping older people on the toilet.,disgust,isear
[ Can not think of anything.],shame,isear
Squeezed the puppy in the door.,guilt,isear
When I was notified that I had been accepted as a Psychology á student.,joy,isear
Motor failure on a boat outside Gottenburg when we were in heavy  á seas and the wind was strong.  As we could not steer the boat we á drifted towards the rocks.  We did not succeed in attracting the á attention of any passerby until 4 hours had elapsed.,fear,isear
A lady I live with had not bothered to clean up before she went   á on holiday (I live in a collective).,anger,isear
When I heard that a good friend had committed suicide.,sadness,isear
I was present when they found a shop-keeper dead in his shop.  á He had been shot with a shotgun at close range.,disgust,isear
[ I do not remember when I last felf ashamed.  I do not usually á feel ashamed of what I do.],shame,isear
My mother accused me of not visiting her enough when she was in á hospital for an eye operation.,guilt,isear
"After I had made my debut at Ullevi against IFK, Gottenburg and á got a good write up in the paper.",joy,isear
"When I was 7-8 years old, I woke up one night and found myself á alone at home.  My mother had gone out to buy cigarattes from a á machine.",fear,isear
[ No response.],anger,isear
When I found out that I had failed to pass my exams during the á term by one point.  The fact that exactly the same thing had á happened last term did not help.,sadness,isear
"When I was touring Asia with my present football team, I saw old á Europeans with young asiatic prostitutes.",disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
As an evening class teacher I got positive feedback.  When the á atmosphere is good and a kind of relaxed understanding exists.,joy,isear
After mischieviously ringing on the chemist's trade-entrance á doorbell and getting caught by him.,fear,isear
The sight of a man who ran amok (fighting) at a dance.,anger,isear
When out of work.,sadness,isear
"With my mouth full of bun, I drank directly from a packet of milk á which turned out to be weeks old (completely separated).  It took á a while for the milk to seep through the bun.",disgust,isear
[ No response.],shame,isear
A boy who shot dead a squirrel.,guilt,isear
When I was accepted as supervisor for a student teacher.  The á notification came by post.,joy,isear
"When I was involved in a car accident last November, after the á first fall of snow.  I lost control of the car and it spun round á and landed on the opposite side of the road, on the hard á shoulder.  It was stopped by a pole on top of a bank sloping down á to a stream.",fear,isear
"With the job appointments committee when the headmaster in charge á explained that a male teacher was more suitable for the á particular post.  I had more years of service than the male á teacher, but this was not taken into consideration.  I could have á been given a less attractive job if things had gone the way the á headmaster wanted.",anger,isear
A colleague's 17 year old daughter is seriously ill with cancer á and has only a year to live.  I  heard about it 6 weeks ago.,sadness,isear
[ No response.],disgust,isear
[ No response.],shame,isear
[ No response.],guilt,isear
"When a close friend met me at the station in the middle of the á night, when I came back from a long and tiring journey.",joy,isear
"Having quarreled with a boyfriend, he threatened to leave me.",fear,isear
Someone didn't show up at a meeting in spite of having agreed to á come.,anger,isear
"When I understood that my marriage was falling apart, and we á decided to be legally separated.",sadness,isear
"At an anti-pornography meeting, when samples from films and á magazines were shown.",disgust,isear
Comments from other children on my alcoholic father,shame,isear
"Having failed to help with the 5th of March arrangements (Women's á Day), although I had previously promised to take part in the á work.",guilt,isear
"When I was able to buy my new car, after lots of problems.",joy,isear
"After my car accident, when I woke up in a heap of stones.",fear,isear
"When I tried to put up a tent some years ago, I was teased and á hindered by my cousin.",anger,isear
When my grandfather died.,sadness,isear
NO RESPONSE.,disgust,isear
"Hit a dog with my car, and didn't stop.",shame,isear
"Car accident. I let a 16-year old, incompetent parson take the á wheel and I feel very guilty about what happened even though I á suffered the worst injuries.",guilt,isear
When I was admitted to a certain school as a student.,joy,isear
My father has a chronic desease. In the autumn of 1983 he had a á very strong fit or seizure.,fear,isear
"A drunken friend of mine was beating up another friend, who was á also drunk.",anger,isear
When I didn't get a certain job at Lillehammer which I wanted á very much.,sadness,isear
My boss on the job failed to keep his promise about something he á knew was extremely important to me.,disgust,isear
An exam where questions about very specific knowledge were asked.,shame,isear
I hit my little sisiter on the head with a stone while we were á fighting.,guilt,isear
"A \near-accident\"" in a car, driving too fast on an icy road.""",fear,isear
"My mother and her friends were speaking badly about my father á when they were separated, and my brothers and sisters and myself á were allowed to listen.",anger,isear
"Being bored in school, not being able to marry and have children.",sadness,isear
When my mother's new husband treated her and my brothers and á sisters badly.,disgust,isear
Stealing from my mother's purse when I was a little boy.,shame,isear
NO RESPONSE.,guilt,isear
"I was in hospital, and then was visited by someone quite á unexpected.",joy,isear
"I was hunting, and was lost in the fog in the mountains.",fear,isear
"I was accused of a misdemeanour, unjustly.",anger,isear
When my girlfriend left me.,sadness,isear
Slaughtering of animals.,disgust,isear
"I entered the wrong room, and got into a bed where someone á already was sleeping.",shame,isear
I failed to show up at an agreed date.,guilt,isear
"When I finally managed to get a specific sound from my guitar, á after baving tried for a long time.",joy,isear
"Climbing a mountain, I got stuck and realized I could get neither á up nor down.",fear,isear
Meeting generally dominating persons in social occasions.,anger,isear
"Discovering that Lillehammer provided no musical environment that á suits my taste, even though I had been told so.",sadness,isear
Can't describe any disgust situation.,disgust,isear
When the cast general election resulted in Norway getting a á conservative government.,shame,isear
A friend of mine shot himself through the head after having told á me and others that he would do so.,guilt,isear
When my children were born.,joy,isear
When I almost ran over a small boy who suddenly was in front of á my car.,fear,isear
"When my father phoned me to come home from my vacation, since he á no longer had the time to look after my garden and animals.",anger,isear
When I was told that a good friend was seriously ill.,sadness,isear
When I learned that a relative had been spreading rumours about á me.,disgust,isear
"I was talking badly about a person to some friends, and á discovered that his daughter was listening.",shame,isear
"When my ex-husband left our house, and the children cried because á he was not coming back.",guilt,isear
"When my special friend said \I love you\"" for the first time.""",joy,isear
"After having watched a crime show on the TV, I was about to take á the dog for a walk. Then, suddenly, there was a man on the á porch... (We live some distance away from other people).",fear,isear
When my car suddenly broke down !,anger,isear
When an earlier friend was spreading negative rumours about me.,sadness,isear
"There is a certain person, whom I only have seen. He makes me á cringe, feel disgust.",disgust,isear
Cheating to get the best grade on a test in 7th grade.,shame,isear
"A kitten had wandered into our office, and I was told to take it á back across the street. When I crossed back, the kitten followed á me and was run over and killed by a car.",guilt,isear
When my term paper was evaluated.,joy,isear
"After seeing a terror movie at the cinema, I was so scared that I á couldn't even drive the car into the garage. I often thought á about the film afterwards, hoping such things couldn't exist in á the \real world\"".""",fear,isear
"Angry with my brother, who was making fun of me, teasing me.",anger,isear
When my gradmother died.,sadness,isear
I overreacted towards my mother and felt ashamed afterwards.,shame,isear
"When my parents work very hard and get tired - while I go to á school and study instead of helping them. I feel that I'm letting á them down, disappointing them.",guilt,isear
Got in touch with earlier friends after a long absence.,joy,isear
I lost my way on a trip in the mountains.,fear,isear
The death of a close friend.,sadness,isear
"Was confronted with a person having negative thoughts of other á people because of their social status, beliefs, color and á outlook on life (perspective).",disgust,isear
"Feeling inadequate in a group situation, being unable to convey á my own thoughts and feelings.",shame,isear
I failed to complete a working task within the agreed time.,guilt,isear
Receiving a much wanted letter from a very good friend who lives á abroad.,joy,isear
"Before getting back the results of a test in school, when I had á worked very hard and was worried about not succeeding.",fear,isear
"One of my best friends accused me of giving up to early on á problems. It was only a casual remark on her side, but I was á angry and hurt.",anger,isear
"Realizing that school will soon be over, and we will all go á different ways, perhaps never meeting again our friends from this á year.",sadness,isear
In a public swimming hall I saw a very aggressive man who á practically attacked the children who got in his way when he was á swimming.,disgust,isear
"I was making very strong statements about infidelity in couples. á Then I discovered that one of my best friends, who had just been through á a very sad case of mutual infidelity, was listening.",shame,isear
"I had planned a trip to the South during Easter, together with a á friend. She was very sorry when I changed my mind and decided not á to go after all.",guilt,isear
"A friend which I hadn't seen for years, sent me a small present.",joy,isear
"One dark night with no street lights, a car was obviously á following me.",fear,isear
"I was subject to false accusations, and got very angry.",anger,isear
I was told by a good friend that we couldn't be friends any more á because of his relationship with another girl.,sadness,isear
"This is difficult, since I don't remember feeling disgust towards á anyone.",disgust,isear
"If I don't go to lectures, I often feel ashamed.",shame,isear
I was very angry with a girlfriend for interferring a little too á much with my personal affairs. I told her so rather strongly and á she started crying.,guilt,isear
"When my fiancee travelled 2000 Km to visit me, and I hadn't seen á her for 4 months.",joy,isear
"I was beaten up at a private New Year's party once, through no á fault of mine.",fear,isear
"I felt unfairly treated at an airport, being told to use a á different counter (for domestic traffic only).",anger,isear
When my grandmother died.,sadness,isear
The murder of two girls on a school trip to Berlin (and sexual á crimes generally) a couple of years ago.,disgust,isear
When taking part in the mobbing of one of my best friends in á primary school.,shame,isear
"When I secretly tried smoking for the first time, being 12 years á old.",guilt,isear
"When the person that I was very fond of, returned to me.",joy,isear
Not applicable to myself.,fear,isear
When students in our working group showed no responsibility or á interest in our work.,anger,isear
A very close friend left me.,sadness,isear
"Some people were unfairly treated, because of their á nationality/colour.",disgust,isear
Taking part in the mobbing of some girls in my class in primary á school.,shame,isear
Not applicable to myself.,guilt,isear
A close acquaintace cried for me. I felt happy because somebody á cared.,joy,isear
A letter from my boyfriend began in such a way that I thought he á was going to end our relationship. I was afraid of reading the á rest.,fear,isear
A woman I know is slowly dying from cancer. Observing this á process makes me sad.,sadness,isear
Close friends talking badly of other friends.,disgust,isear
"My father died after two very painful weeks in bed. I felt á relieved, and was ashamed of that.",shame,isear
"We had a day off from school. Instead of helping my mother with á her job, I stayed in bed all day.",guilt,isear
Renewed contact with an earlier friend.,joy,isear
Fearing the use of power or reprimands when I belong to the á minority.,fear,isear
