text,label
"a friend's father had died, i was to come and see this friend although i did not know his family.",2
when i tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk.,1
"i learned that a class mate had given a list, of peolpe who help each other in exams, to the professor.",0
i went to the shopping centre to buy something and saw packets of kapenta with maggots in them. oh !,1
"when i had come home drunk the day after a party, i felt very ashamed in front of my parents.",6
disgust with oneself after being intoxicated enough to go to bed with a stranger.,1
when i realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship.,5
"this is one feeling i never betray, but i must confess that the last time i slighty felt happy was when i passed my m.a with a high rank. this was a few years ago when my friend told me about the result.",4
this issue worried me rather than saddening me. in mid september i went to guanggho alone. i was looking for an accomodation in the evening and after having walked 2 or 3 miles i still could not find anything. what could i do? i was not worried about sleeping on the streets but because of some procedural problems. i finally found a place to sleep at 8 of the clock.,5
fooling around with this guy i did not know.,6
"i borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and i did not know what to do.",2
"i did not keep a promise i had made to a man, and in this way i lost his esteem and confidence in me. i caused him a lot of trouble.",3
"on a mountain tour, my girlfriend and i passed by an inn. near the house there was a big dog which began to follow us. as my girlfriend is afraid of dogs, i had to draw his attention to me. he jumped towards my shoulders and wanted to play with me but i really did not like that.",2
it was not long ago when i and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. i felt fear of what could have happened.,2
cannot remember exact example.,0
doing poorly on an exam that i thought i should do well.,6
when i argue with my sister. it feels sometimes that i have the upper hand and i use it. i often argue better and this makes her terribly angry.,3
"getting terrible meals, but paying heaps for them.",0
"i wanted to go to bhopal for relief work gas tragedy . my boss simply refused to let me go, i was so angry that the only thought that came to my mind was to quit the job.",0
friends calling me fat pear shaped in front of a nice girl.,1
when i did poorly on a test and i knew that there was not an excuse for not doing better. made mistakes i could not believe i made.,6
"i had parked in a corner, and when i was going out i did not watch if another car was coming and went out. the car that was coming was obliged to stop suddenly. it did not crash but for a little.",3
when some friends of mine asked me to go camping with them for a fortnight.,4
seeing for the first time pictures about the so called treatment of jewish people in nazi germany during world war ii.,0
"fear is an emotion that i experience very often. naturally this is during exams and subsequently while waiting for the results. however there is one occassion when i was paralyzed with fear. this was when i was doing my m.a. i, and we had a series of student lectures. i was one of the participants and my lecture happened to be the opening lecture. i had been confident all morning, about twenty minutes before the lecture, my confidence started failing me. i felt my heart go cold, my lips go dry and i was really paralyzed. this incident of fear is still fresh.",2
i had planned to go to town with my friend at 1500 hours but she went for the registration and i waited for a good 1 and a 1 2 hours. it was vital for me to go to town but i could not as it was she who had the money. finally i borrowed some money from friends and we went to town. i was really angry with my friend.,0
a person close to me told me that his positive regard depended on my conduct.,5
when my parents drove me to a nearby place and went home immediately instead of waiting a few hours. they could have easily waited.,0
i feel anger when things do not come out as i wish.,0
my mother had not come home at midnight. she had forgotten to tell me about it. i was very young and all alone at home.,2
family discord and uneasiness due to something i did not communicate on time.,3
"i was going around with a girl without loving her. not only did i go around with her, but we did many more things. in the end i was not very sincere to her.",3
when i heard that a good friend had committed suicide.,5
forgetting an important appointment.,6
"by fun i had a tussle with my sister. suddenly i obviously hurt her unintentionally and she ran out of the room, crying.",3
had to tell people that my parents are divorced.,6
i had to pay a fine because of speeding.,6
when a boy put a handful of cooked potatoes down my dress and there was no water to clean up.,1
"when the teacher asked me a question, i did not know the answer and i just stood still for about a few minutes without saying a word.",6
when i almost ran over a small boy who suddenly was in front of my car.,2
said something i should not have said in public.,3
when i thought for an instant that a very good relationship with a person had finished.,5
"when, after a long time, i saw a girl with whom i was in love.",4
when i lost my driving license because i had been driving while under the influence of alcool.,0
saw a classmate knocked down by a motorcycle.,2
"i do not have accomodation on the campus so i stay with my extended family, one young man used bad words while asking me to leave their home.",6
"when i realized that i had been wrong about a person close to me, because of pre set ideas and prejudices.",6
when i saw an insect going up my arm.,1
once i quarrelled with my sister and after this i deliberately messed up her belongings.,3
my fianct's family was adopting a 5 years old boy. i felt myself close to him as i never felt before. after some time his mother demanded the care of the kid and we were obliged to send him back.,5
"when i come home in the evening, the first thing i do is to sit down and smoke a cigarette. one day i found the flat in a totally desolate state. my girl friend had wanted to tidy up but had not finished.",0
i was disappointed by a girlfriend when i visited her at her home in woodlands.,1
once when i was babysitting for some neighbors children i found roaches in ther bathroom. i had never seen a roach before but i called my mother to make sure that is what they were. and she came over and checked.,1
"when you are satisfied with something, when you achieve something you have striven to.",4
that was what i felt with a teacher who put down quite unreal marks.,0
"i counterfeited a mark in the school register during the lesson in gymnastics. i felt this feeling two days later when i stood face to face with my teacher, whom i highly appreciated and respected.",6
"while playing a ball game, i made a mistake and we lost the game.",3
when inadvertantly i found myself in the ladies room.,6
"i had a class mate who was rather stupid. i did not like him but i respected him. when he tried to talk to someone, they would not listen to him and i could not bear seeing this.",1
i was for the first time on a brigade this year. at that time my sister was to bear a child. i was mad with joy when i opened the telegram from my parents and learned i had a nephew.,4
when i gave birth to a child and saw that it was normal when it was put against my breast.,4
"i was very sad when i got the xiith standard results, when i got low marks as compared to my friend and i could not get admission to courses like medicine.",5
leaving the house myself and a female friend had shared for 6 8 months because of the friendship which developed and our approach to each other in occasional instances of several personal crises.,5
when i beat up a first year student at my secondary school in my capacity as the deputy head boy. he had woken up late in the morning for manual work.,3
once i arrived two hours late to my work place a bank and i was still feeling feeble and tired.,6
when i got to know the details if the famine in east africa.,1
"the fact that my mother is getting married again my mother and father divorced about 15 years ago means that she will probably move to turku, and our home, which is a one family house, will be sold i myself have not been living at home for the past six years .",5
when i failed the s.s.c examination i felt very ashamed.,6
"1976, soweto uprising in south africa and the racist gout's reaction to the students demands concerning the educational system.",5
i saw a bag on the street and just then a stranger passed by. i picked up the bag immediately and gave it to the stranger as i thought that it belonged to him. but it was not his bag and i felt ashamed.,6
when my cousin put feaces in my washing. a silly idea which was meant to be a joke.,1
"when i did not do well in the pg310 test i, i got only 4 marks above the pass marks despite my effort. i felt bad because quite a number of friends did better.",6
this is a kind of confession my mum found me stealing meat from the pot.,3
"begining the week end with my girlfriend cozyness, beer and wine.",4
"being a spokesman for the union, i got into a quarrel with a colleague who had been acting disloyally over a sustained period of time.",0
i saw in a movie a block on which affluence and poverty existed. i saw that the rich made no attempts to help the poor.,0
when a cousin of mine was discharged from the hospital after a long illness. i had thought that this illness would never end.,4
when i was little mum caught me telling a lie about who broke the cup.,6
the first time i went away with my boyfriend and lied about where we were staying.,3
"i was alone in the bus when i tripped and fell, and dropped all my papers.",6
"i am left handed. when i attended the first form, we learned to write with pens. i smeared everything i had written. all my friends had written well and wanted to know why the teacher was looking at my note book. i was ashamed.",6
one night i had to bike home all alone after a party. then i found out that i was pursued by a man in a car.,2
when i was a kid i stole toys from other kids.,3
my friend had trouble and i was not able to help him.,3
gave the wrong meal tickets to other people my classmate .,3
"when my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals.",0
"when i was betrayed by a friend, and decided to stay apart form her.",5
being insulted in public for the wrong reason.,0
"i was at a children's camp abroad. the people the leaders, my coevals were very king to us. one night we smeared our foreign friends with tooth paste while they were sleeping and then we roused the whole camp by our shouts. later i was so sorry. i did not utter a word for two days, then i went to apologize.",6
i was 4 5 years old when i hid the bicycle keys of a not very good friend. after a few hours i pretended that i had found it.,3
the day i finished my military service.,4
"at primary school, when i vomited in front of others in the middle of a lesson.",6
when a soppy poem that i had written to a boy was found and every one read it and started teasing me about it.,6
when i saw a very disagreable scene.,1
when i did not go to work because i had to study for a midterm.,3
not helping other people to do their homework.,3
after masturbation.,3
when i made a fool at an examination.,6
"when my red cheeked, content child runs to meet me in the yard of the kindergarten and gives me a moist kiss on my cheek.",4
i felt it on the same occasion when i felt sadness which finally grew into anger.,0
not applicable.,3
when i asked a friend to return the money that i had loaned her and then remembered that she had repayed me in several ways.,6
i saw a physically handicapped young man whose spittle ran out of his mouth while speaking.,1
there was an earthquake for several minutes and i was on the eight floor.,2
my boy friend an i seperated on his initiative.,5
i heard somebody talk about studies in a highly enthusiastic student like way.,1
"one afternoon, helping at home on the property, i was mustering getting in cattle and a bull turned and came for me.",2
thinking that i had been seen smoking at school by a teacher waiting to be summoned to the headmaster's office.,2
marriage crises. boredom.,5
"on one occasion whilst engaging in horseplay with my girlfriend, i caused her to be physically harmed.",6
a murder.,0
when i recently managed to get my first consulting assignment myself i.e on my own initiative.,4
i bought a christmas present for my girl friend. on my way home i was really glad about having found such a suitable thing.,4
not being able to convince my class leader that my friend is better than me to go to the english lectures.,3
"having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved.",5
"when someone whom i considered my friend, without telling me he was annoyed, proceeded to ignore me for several meets with no apparent reason.",1
the male friend of my mother a widow moved in to live with us. i did not like the man.,1
i was very angry at my father when he did not give me as much money as my brother to use for studying. once again my brother was better off then me.,0
i was told to do something i did not want to do.,0
"a close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me.",0
when my middle child became very difficult to handle after the birth of his baby brother and i did not have any patience with him.,3
"at my father, when he yelled and accused my sister's friend over the phone of doing something he did not do, or know anything about.",1
recent break up with my girlfriend. we had been together for over a year. i was overseas and discovered over the phone while i was at work .,5
a few days back my mother was not feeling too well and still did all the house work. i felt guilty as i had not offered to help.,3
when the americans set their nucleaar missiles in europe.,1
i saw a sort of black worm being attacked by many ants.,1
losing my temper and allowing myself to act childishly by yelling and screaming at a person who i felt had done me wrong in effect lowering myself to their level.,6
"when i had to eat scraps from a dust bin, because of a bet.",1
i borrowed money from a friend and did not pay back the debt when i said i would.,3
when my basket ball team lost the qualification at a final.,5
"when i was offered a high position of trust, which i later accepted.",4
someone attacked me with a knife.,2
"when a girl did not answer a question, concerning my love for her, put forward to her.",5
i took a girl out once and discovered that she was going around with one of my close friends.,6
when my parents got divorced.,5
"during a ski tour with a friend, we two had drunk too much. when we went down the slope on ski, i lost my friend who had lost his way. i thought that something must have happened to him he finally arrived but after a very long time .",3
when ditched divorced by husband.,6
"when i was in the 12th standard, i could not speak english. one day, while talking with my relatives i used a wrong word and my cousin corrected me, believing that i did not know english. i really felt ashamed then.",6
yesterday my boyfriend and i wanted to play billiards. however there were boys playing 5 times . my boyfriend then is fed up and chagrined. in such case i think it is my fault.,3
a colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade.,1
"riding home from school after completing two midterms in two days, and feeling i did well on them.",4
when a person saw that i was accused of something i had not done and did not do anything to defend me.,1
when five of my friends at the secondary school found out the bad things that i had been saying about them.,6
"last year, when i took the college entrance examinations i failed the fuvest. it was for me the most frustrating situation because i had studied all year long, and only thought about this.",5
"my ex boyfriend began to date my best friend. after they had been seeing each other, i found out that he had been sleeping with another girl, without my friend knowing, i told my friend what he had been doing behind her back.",0
a terrible cloud burst started when we were camping in a tent on a great bald field.,2
someone stole my ski at vitosha and of course i was the one to be blamed. i left them without supervision.,0
the event which got me angry got also an aversion in me.,1
"a and i were walking along the new asia stairway to the chung chi college for our lecture and i saw him with her. he put one arm around her shoulder and laugher brightly and joyfully. i did not dare and did not want to look, just walked by them quickly. the interest of talking to a disappeared and i just wanted to remain silent. but i did not want a to know and so i left him and went to f. i should have expected this to happen.",5
"when i could not reason my friend, it angered me.",0
"for the sheer pleasure of it, i quarelled with my boyfriend who was trying to be especially kind to me.",3
at work when i did not get the full co operation of my colleagues to complete an assignment.,1
once i bought my sister a pair of sports shoes as she was going to join an athletic meet. however the shoes were a little big and had a few flaws. she muttered all the way and blamed me for having wasted her money anf i felt guilty.,3
i am glad when i have good relations with my colleagues and most of all when we are at a party.,4
"the acts of brutal violence in generally disgusts me. fights, phisical aggrssion, etc.",1
i had gone to the hospital for my research and got late in reaching home. i feared that when i reached home there would be a quarrel because of my being late.,2
"while swimming, i hit my head at the bottom of the pool and required stitches. i later learned that the consequences could have been much more severe and that terrified me.",2
when one meets new people with whom one is forced to collaborate with.,2
given duty by the leaders which i do not like to do.,1
"when, late at night, i discovered that they had stolen my bike.",0
my current work load is too much. the feeling comes back from time to time.,5
"one of my friends kept criticizing me about everything i did. i thought she was kidding, but later i found out that she was serious.",0
beating my brother up.,3
"when i passed the b.a exams with 1st class. i was the first in the family to have got a 1st class, so all the family members were very happy and they gave me the opportunity to study further.",4
i hapened to overhear something which i was not meant to hear.,3
not getting an airplane ticket fot my mother.,3
"in the university we were convoked to a stroll like a freshman i was still innocent about the manipulation. on seeing the goal of the exaltation to poor character people, i felt anger on feeling myself mass of maneuver.",0
quarrel in the family.,0
after my girl and i talked things over our relationship changed and became positive. a diificult time turned into pleasant one.,4
when i saw that my bed at the hostel was a mess i guessed that someone else had used my daily necessities. i felt that my personal sanity had been affected.,0
being hooted at when i was learning to drive.,0
always when i meet the person i love.,4
"unofficially i was informed about my results of the final examination of the secondary school. a teacher wrote them up for me. when i went outside, i started crying with joy.",4
"when my father told me that i should help my mother more often, because she was so busy. and i realized that he was right.",3
it made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house.,5
when i realized that i did not have the basic things needed by a student like me.,5
i should have given a test lesson to get a job. i had no courage. i did not make the test.,2
"i became disgusted with the man on whom i had counted, who i had trusted, the man who should have been my mainstay my father. i could hardly make myself and the others believe in this emotion. it has cumulated after events and deeds. everything can happen in this world.",1
i had to tell someone that i was interested in remaining celibate and alone. and that my spiritual master strictly prohibited sexual relations outside of marriage. this caused great fear through lack of conviction afraid to hurt someone is feelings despite my own being hurt in the process.,2
"the sense of guilt came over me too, when i interrupted my studies. why ? because i felt guilty before my parents ! they believed in me though this event did not make them disbelieve me.",3
"in school i had difficulties mith mathematics. when i had to work for an examination, i really felt disgusted.",1
"last night, i dreamt that things that looked like monsters were trying to kiss me.",2
i do not recall one here either.,2
when i woke up after a night of drinking i could not remember and discovered several untoward things had occurred.,6
when my darling found me walking hand in hand with another girl whom i loved also.,6
a group of youngsters dressed in fads talked foul language on a bus. they also insulted the pedestrians on the road and were impolite to the passengers of the bus.,1
when a professor caught me absent minded and not paying attention to what he was saying.,6
someone told me that i was chosen for english lectures because the class leader is going out with me not true .,0
my apartment has had three robberies in the last month. the guy upstairs just got robbed making it the fourth.,2
"when i was accused of having impregnated someone is daughter, it was the girl's cousin who had done it.",1
scoared a goal in a football match.,4
one summer when i was camping with friends they devised and elaborate plan to scare me by having our camp attecked by a wild animal one of them and then convincing the campground was the home of a satanic organization.,2
a certain friend tried to push me off a seat in a very violent way for no apparent reason. it may be that he was excited about something.,0
when a very close friend of mine went into hospital for a major operation and i could not see her for a while as i was not a relative she had no relatives in n.z.,5
when i get an exam back with a grade that i did not desire. then i get mad at myself and say that i could have done better.,6
"when my fiancee travelled 2000 km to visit me, and i had not seen her for 4 months.",4
two years ago i saw a film on the tv. even now it makes me afraid.,2
when people remember us and shows interest about what we do.,4
when an argument with a friend of mine over our behaviour towards another friend turned into a quarrel. i lost my temper and nearly knocked him out.,0
when i gave birth to a healthy boy.,4
when i robbed a loop in supermarket.,3
my failure to provide the appropriate emotional spiritual level to a sexual relationship that had a large physical content. born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner.,6
being sexually assulted on a bus.,0
"while walking through an old mining area, i unwittingly disturbed a wallaby which, in its resultant flight, accidentally fell down a deep mine shaft. on investigation it seemed uninjured, but it was impossible for the wallaby to get out, and also for me to get it out of the shaft. to prevent its suffering a slow death, i shot it.",5
someone told me we are not as good as the all english class.,0
i got a good reaction from my tutor and tutorial group for a presentation i would given that i was very worried about.,4
i had reacted angrily at a friend for no fault of his. i had raised my voice and had not cared for his opinion.,6
death of brother.,5
at primary school i was accused by some boys of being in love with a certain girl in their class so they had to shout and beat the girl and the matter was reported to the headmaster.,2
i felt dusgust with a self iterested person who ruined the life of another by means of utterly unfair methods.,1
i met again a very good friend after a year and realized that there had grown a certain distance between us.,5
"during an informal talk with a friend when we talk about the life of another person, a common friend, that is in a situation of not being able to assume certain problems that he decided to solve, that is, she herself suggested the problems and decided to solve them but did not get it until the moment.",5
our headmaster came to our hostel. the lights were off but there was a lot of noise. we shouted at him when he knocked at our door. we later saw that it was the headmaster.,3
a typical family argument.,0
when a boy whom i refused to be my lover told all his friends that i was his girl he has refused me because i was not faithful to him.,1
i arrived in vienna in the middle of the night. i asked for some silly information as i realized myself afterwards and the inquiry clerk reacted in a very arrogant manner.,0
yesterday when i received a b on a history midterm. i felt overjoyed after having received c's previously.,4
i received a letter from my college telling me that i would not be allowed to sit for the exams because of my low attendance in class and the bad experience in the terminal exams.,2
i had gone on a vacation and my mother left home without leaving me any thing money to come back to school.,0
i crashed my father's car.,3
when i sit for examinations.,2
"when i broke off with my boyfriend after three years. it was quite unexpected for him and there was no particular reason for the break up, such as someone else.",3
death of general ye jianying.,5
disappointment over a friend.,2
when once again i drank too much and felt very rotten the morning after.,1
when i got a wedding ring of diamond from the boy i loved.,4
dead rat in the kitchen of the university.,1
after the term exams i happened to meet a person that i respect and of whom i think very highly. it was nice that although we see each other rarely he had not forgotten me.,4
when i was an evening school teacher it was my job to make the coffee but i was not able to get the coffee ready on time and i thus arrived half an hour late to the class. on top of this the coffee was undrinkable.,6
i felt guilty one day when i stole a slice of bread in a cafeteria.,3
"i once torn the inner tube of a bike, that was not mine. then i saw it was a brand new one. i felt very guilty then.",3
when i met my boyfriend with another girl.,1
"during the period of falling in love, each time that we met and especially when we had not met for a long time.",4
"one of my best friends was found lying flat on the road because he was drunk and was taken by the police and put in a cell. i went to see him the following morning, the place was really a mess and was smelling badly. i did not like it.",1
once i had to visit a rather special person.,6
cannot remember any such feelings now.,1
"when i talk to silly, petty minded and unmanageable people.",0
"when i could not find my 2 year old daughter. i ran and looked for her everywhere and could not find her. i finally found her, she had gone to bed to sleep",2
"when my parents work very hard and get tired while i go to school and study instead of helping them. i feel that i am letting them down, disappointing them.",3
when a girl that i liked did not accept my curting.,1
being invited out by a person i wished to get closer to. he telephoned and invited me to go out with him the next night.,4
i was filled with joy when i heard that i had been selected to come here at kamuzu college of nursing.,4
"when i found out that the girl, with whom i was in love, loved me too.",4
when my father was ill and was waiting for the results of his tests.,2
"when i was accepted for further education, here at the university.",4
in 1972 i failed my examination because of my own crooky behaviour of dodging from examinations.,6
when there was a fight at home and my father threatened to throw a chair on my brother.,2
i got better marks in the examn than many arrogant people.,4
"when my father talks about our relatives and favours them, i feel angry.",0
when my first sexual intercourse turned out to be a flop. i was in a panic and ended up without an erection.,6
"in an important situation for me, my father behaved inadequately.",6
when i took my entrance exams successfully and also when i got my school leaving certificate because the delivering ceremony was extremely official.,4
it was when a friend took me to a place and gave me as a gift my astrologycal map with the explanations of a psychologist.,4
when i failed the grade seven examination.,5
when i noticed that a person i found attractive had seen me picking my nose.,6
this monday i took a math 1bs test and flunked for the second time.,5
"while having an argument with my daughter, i got angry and over excited and said angry words.",3
"when after a storm in the country, i left my shelter and saw a big, fat, slimy green toad by my side.",1
disgust of drunkers and of blood.,1
i feared that i would not be able to hand in the book report on time as i had started working very late. the book was difficult to read and my teacher did not accept my work as it was handed in late.,2
when i caused much pain and sorrow to my boyfriend by finishing our relationship.,5
someone vomited on the street.,1
i felt the above condition when i was found in a house playing with another man's wife where i was asked questions and i was unable to answer.,6
in an exam when i answered the questions with very little assurance due to insufficiet preparation.,3
"a patient, to whom i had given a powerful medicine, shouted at me in front of many people. i realized that he did so because he was very ill.",6
"i behaved in a nasty manner towards a friend, i said things which i could have said in a more friendly way. after that i felt guilty.",3
my friend misunderstood me.,0
someone talking about me at my back.,0
a conflict with a pupil and there were probatory teachers present.,6
i made my boyfriend so unhappy and depressed that i feel guilty.,3
i had drunk a couple of beers and my fiancee got angry at me.,5
i experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it is problems.,5
when my performance homework or other work is better than others.,4
when i beat up my son for having beaten up his sister.,3
i preached to a f.3 students in a gospel camp. they thus knew more about god and made up their minds to believe in jesus.,4
"any situation in everyday life has this emotional sense, in class, in the street, at home, at the table..........",4
when i failed my grade 7 exam at the first attempt in 1975. my father and the entire family thought that i was finished in life. i really felt like hiding.,6
a lecturer in great detail spoke about his sexual experiences.,1
when i was parking my car i was not cautious and bumped into another car. i caused considerable damage. the driver of the other car was very angry and i let him insult me because i felt guilty.,3
"when i told a girl that i could not take her out that night as i was entertaining my mother who had come from home. however, i later met this girl with another girlfriend at a hostel where i had taken out another girlfriend of mine.",6
my friend promised to take me out for a movie but he did not turn up.,1
saw two canadian students boasting about how rich they are in canada.,1
it was some years ago when one evening some people came home and told us my father was badly injured in an accident.,2
"i lived alone in a repulsive area in the city of rotterdam. i was annoyed, heard a lot of burglary and assaults. especially in the evening and the night i frequently felt anxious.",2
when i fought with my friends.,3
when i arrived too late at a meeting of mentor the night before the introduction of novices on the university start .,6
not applicable to myself.,2
i worked at a lawyer's office during summer and i got a very good reference from him.,4
"when i complained to my mother about how untidy the kitchen loooked, she boxed my ears this had never happened before .",6
cannot remember having had this feeling.,1
a drunk man had fallen in the street and he was shouting obscene words.,1
passing my pharmacy exams which meant my tertiary education for pharmacy completed.,4
the time i qualified to enter secondary school.,4
"some boys talking about nicknames of the lecturers, and i was too afraid of them to stop them.",3
i feel guilty when when i realize that i consider material things more important than caring for my relatives. i feel very self centered.,3
the 2nd time someone i had met cared for came over to my house i was absolutely inebriated and was sick into a bucket.,6
a relative died.,2
"on a sailing boat at night, under a full moon, listening to pink floyd, drinking good wine, with good company, the boat being steered by autopilot, and a full eclipse of the moon.",4
caused a family disturbance.,5
when i failed one of the tests because i had not worked hard enough.,6
we were driving at night and i realized that a car was following us.,2
"when i pass exams, or when a close friend of mine recovered from an illness,etc.",4
a meeting and a conversation with a woman somewhat elder than me who considers me as her child she also has one child of her own . last two years i lived with her no relationship .,4
when my girl and i decided to get back together after our separation.,4
someone told a lie that i had stolen his money.,0
the day that my boyfriend appeared at home with a pair of rings for our wedding.,4
"when i was ringing up a guy who was my teen idol, and was in auckland. i was really scared, i did not know what to say or do.",2
"last week a former school secondary mate of mine, who is now in a differentt school came to my room here at unza in my absence. he was drunk and he vomited in my room. i was unhappy.",1
when i had drunk too much and nearly got an alcohol poisoning.,3
when i was offered a place in the university as a full time student.,4
made a statement that other people did not believe.,0
"in the traffic i insulted a man who crossed my way. afterwards i paired with him, and felt shame because of mine lack of pacience and ridiculous attitude.",6
it happens to me quite often. i cannot describe a particular case.,3
"i deliberately avoided a person who i wanted to hurt, and who wanted to talk to me.",1
"i was not given a chance to explain to my close relatives as to why i could not go to visit them when they were ill. when i did go, they thought that i had been selfish and irresponsible during their illness.",0
"recently in the tram, a man ran his fingers over my girlfriend then over me.",1
left alone in dark when young.,2
my father had been drinking and i feared him when we went to bed at night.,2
when i was told that my friend's wife had cancer.,5
my sister had promised to help me to do a translation from english into german. but the day i needed her she told me that she was busy i was very angry.,0
"when i was a child, i thought that i had to be ashamed when asking and doing certain forbidden things.",6
when india lost the benson and hedges cricket trophy.,5
each time i am confronted with reports about repression and torture.,1
"my 21st birthday celebration, when i cut the cake and received the presents.",4
i received the results of the test paper of my major subject and i found that my result was not as good as a classmate who had recently changed his major subject. i felt very ashamed.,6
leaving melbourne to move interstate leaving relatives and friends behind.,5
when i was rude to my mother and got angry with her.,3
i received a letter of acceptance from unza.,4
waking up from a bad dream in a dark night with noone else around.,2
"when my mother slapped me in the face, i felt anger at that moment.",0
my mother caught me stealing some food when i was a young boy.,6
can not think of any situation.,1
"after a disagreement between my parents, when i was alone with my father and my sister, the aggression continued, when my father tried to put me and my sister against my mother revealing facts that had happened in the past like a talk between my father and his mother in law where she told him that my mother was not quite save.",5
"i was happy when at difficult times i could find support in my friend and my fianct, i was happy because of their spiritual and moral help which gave me new power to struggle. i was happy then, i felt it in my soul.",4
a father of 4 children killed in an accident.,5
people who discriminate other people disgust me.,1
"a class mate died after being two months in coma, after a car accident.",5
when people next to me play the fool.,6
waiting for my girlfriend to come from her apt. to mine. she was very late and i thought something awful had happened.,2
"during a class i was asked a question which i did not hear very clearly, so i gave an answer which was not related to the question and everyone started laughing at me.",6
when i told my uncle a false story that people had stolen the books from my room and i demanded money from him. when he found out the truth i was in trouble.,3
when i got a good grade for an exam in statistics.,4
many years back i quarrelled with my younger brother for a small reason. i used a pole to beat him and nearly broke his arm. he recovered after a treatment which lasted several months. after this our relationship was worse and he would not listen to me.,3
when someone took my writing materials yet i was to write examinations in a few minutes.,0
my husband suddenly fell ill seriously and during the medical examinations we did not know what would follow.,2
"when i went to a sauna with my father for the first time i was 16 . when i entered the sauna naked, i felt ashamed for a short time.",6
receiving my result slip pass on my birthday.,4
went to a lecture about chinese history and hear about the opium war.,6
"one day my mother went to visit her friends. when she came back she scolded me for not having kept the house in order, so i decided not to talk to her.",3
when i learned that my brother had spoilt an lp of mine.,0
when an unknown person provoked me verbaly and physically.,0
when i realized that i loved someone of the opposite sex.,4
getting very low marks in mathematics.,6
my father's death in january 1983 moved me deeply. the gloom prevailed for almost two years and i am still to recover from it.,5
"when, for example, i was not approved to continue my studies at the moscow university, no matter that i had the highest marks and in general the best records of all the candidates.",0
discussion with my mother about the way to educate my children. i felt anger against my mother.,0
"a friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the m.a level. it was a very sad event for me and i felt very sorry for him so i volunteered to stay with him in the hospital.",5
ctiticized by teachers in public.,6
i was angry when i heard that my only girl was going about with another man. so i decided to drop her but later the story came to be untrue.,0
i was in a sanatorium. in front of me a boy fell down from his invalid's chair. i could help him but i did not. i felt like being paralysed.,3
"one day before christmas, i went shopping with my brother and his friend. we had a good time. but on the way home we were almost in an accident because the weather was bad.",2
"we were walking in the park at night. it was very dark and very late. we began to hear foot steps all around us, and we could not find our way out.",2
when harassed by this boy it was sexual refer to guilt .,6
when i was afraid to tell my sports teacher at secondary school that i had not participated in the sports activities the previous day.,3
i ride my motorbike in my village and everyone stares at me as if i was a rare specimen.,6
when i entered the dissection room for the first time and was exposed to preserved dead human bodies.,2
i feel fear when i only imagine i could lose confidence in my own abilities and powers. a similar feeling i feel sometimes before an exam.,2
heard some postgraduate students talking about girls being unsiutable to do medicine.,1
it was my father's birthday party when i was asked to bring a tray of tea and other drinks.,6
a friend catched me while masturbating. i am not fully sure whether she saw it or not.,6
"a gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards when most people had had quite a bit to drink carried on in a very degrading, unmoral manner especially females exposing and flaunting themselves with no shame or embarassment.",1
"one day, when i realized that i was alone, i felt fear of loneliness.",2
when i was caught stealing money from my father.,6
i happened to have met one of my teachers in town during working hours. the badness was i did not ask for permission to go out and i was guilty conscious.,3
when i first suffered from syphilis.,5
i am afraid before an exam or colloquium.,2
"while still at school a friend died of cancer, after being ill for a long time, she was 17 yrs old.",5
"flirting with other girls while i already had a very good relationship. when there are problems in my relationship, the flirting increases as does the feeling of guilt.",3
when my boyfriend went away for a month long holiday without me.,0
i failed my nutrition paper which was the paper ending the course.,6
i locked myself out.,0
i have been afraid several times. what marked me was that i almost did not enter university.,2
when someone in my family died.,5
"when my boyfriend revealed that he knew that i had discovered things of an important nature about him, i felt ashamed as i had not mentioned it earlier.",6
discussing psychology with my friends before the lecture.,4
"when i had to travel alone, unescorted for the first time. it was an over night journey by train to a distant place.",2
at my grandfather's funeral my grandparents virtually raised me as my mother was a solo parent and had to work.,5
the high school entrance exam.,4
when i was in lower six class during the summer i joined a research group of the chinese university student union. i knew a lot of cv students there. a year later one of them was travelling in mainland china and he got t.b. he died a few weeks after coming back to h.k. we all got together for the funeral and when i looked at the body for the last time i felt extremely sad.,5
"when i read the diary of the girl with whom i was living, it was about another boy with whom she had been going around some time back.",5
when i heard a rumour that the 1st year exam results were out. i had fear that i might be one of the failures.,2
when i was just to be divorced.,2
"i complained about a colleague's behaviour as she goes back on her word, is often absent and is irresponsible. i found out that she was an alcoholic and was trying to fight againt her addiction.",6
