text,label
when i could not complete my assignment on time.,3
"i was asked to join my friend in a boat at mangochi lake malawi and when making a turn, it seemed as if the boat would sink on the side.",2
"some people were unfairly treated, because of their nationality colour.",1
"when my exboyfriend threw me around the dorms because i was talking on the phone to another guy of whom he was jealous, after we had an argument in which i thought we broke up.",2
i was really shameful when my mother beat me in the presence of my friends because i did not cook lunch up until 2 of the clock.,6
disgust with a subordinate.,1
i was once nominated as an officer cadet in the armed forces and my name was cancelled on the list of nominees of those who were sent to kenya for training.,5
my friend took me to civo stadium to watch and listen to the music of the international singer sam mangwana. i had no hope of going there since i had no money so he gave me the money for admission.,4
when after a party celebrating a friend's 21st birthday upon leaving i found 10 people outside throwing up and further 4 unconscious.,1
when i was ditched by my girlfriend.,5
"when after having had sexual intercourse with a friend, i thought that he had told about it to a friend of his.",6
i felt shame when i did not study enough for my exams and as a result i failed. i then invented idle stories to talk it good for myself and the others.,6
when i heard that i had achieved a place in form i.,4
i work at a petrol station. when there is a foreigner who wants petrol my collegues treat him very impolite.,0
when my dog died. i had reared it for nearly three years. it had been ill for several days and had not eaten anything. one morning i found it dead.,5
"it was at the time of my m.sc exam, when i was not in a position to take the exam after having studied seriously.",5
"in my village there was this tax collector who used to cheat people and collected more than was wanted, the surplus was for his family and himself.",1
my dog died of a cerebral tumor.,5
"when i was walking down the street, some boys showed me a knife and stole all my money.",2
i felt disgusted when i was in a restaurant which did not appear to be clean and orderly. i do not like to be in unclean environments .,1
on holidays just driving along a road beautiful scenery. just with my boyfriend not really talking but just feeling overwhelmed.,4
i was walking one day and i met a man who wanted to ask me about my brother but i did not stop to hear what he was saying. i was ashamed when i found him at home and he told my brother what had happened.,6
when somebody made me touch human faeces.,1
i was disgusted to see a person vomitting and i was told to clean the place where the vomit was.,1
after making a joke about a friend's marriage that was too personal.,6
"when someone made me a compliment after an examination just at the moment i needed it. it was amicable, hearty and sincere.",4
"my mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.",0
when my father was very drunk and raging at home.,2
"i realised that someone was insidiously attempting to shit me off i was disgusted with him for doing so, because i afforded him with no excuse to do so.",1
a truck big one nearly mowed me off the road i was driving a small lazer .,2
"i recently became sexually involved with my sister's lover. i care for him very much, but i am ashamed of the hurt i may cause her.",6
when my sister left home to go and live with her husband.,5
i talked to my boyfriend on the phone when i was in high spirits and had a lot to tell him. i had been looking forward to this conversation and he did not listen to me to the extent that i had anticipated.,5
talking to someone i disliked.,1
doing well in an examn.,4
when i learnt that a friend of mine had talked about me to another friend and had said wrong things about my abilities and attitudes. i was very angry.,0
i had a little cat which was very sick. as i liked it very much i went to a veterinary with it. he told me how to tend it and it really recovered its health. everybody said that i had saved its life.,4
when going to the exam.,2
when i first came to the unza i did not know the kind of people i would find here and the kind of behaviour they would have towards me.,2
i was at school whhen i received a letter from the dean of my school congratulating me for my performance at the previous year's exam.,4
"i lent a text book to a person i did not know very well, they lost the text book and gave me no compensation.",0
a rich man expressing disgust towards an alcoholic.,1
when my boy friend left me and i wanted to persuade him to stay.,6
when i was twelve i was babysitting some children but i did not act very responsibly and one of them was injured.,6
had an argument with my classmate for borrowed books.,0
when i cheated my father about the book allowance at university. he discovered that we were given k150 per year for books.,3
"when i found out how the people of ethiopia were starving and their government was spending millions on celebrating being in power so many years. then i saw all these people on tv needing food, etc.",1
some time ago i slapped my son without trying to understand who the real culprit of a damage was. after that i felt guilty and bad but it was too late.,3
obscene phone call where the person knew my name.,2
"i told my boy friend not to park in a certain place because the car would ger towed away he did not listen and it was towed away. at that stage, our finances were below the poverty line it cost us 10.00 all the money we had to get us through that week including rent .",0
"when i was baby sitting at my cousin's place, i tried to have a pleasant time and did not really take care of the child. i do not care very much about children.",3
i felt guilty about going out when i should have been studying for a presentation i had to give on wednesday the next week.,3
"a holiday at a whitesand deserted beach. a cool evening near the end of summer and we had a fire in the sand toasted marshmellows, cuddled and drank champagne.",4
i received money from my father at a time when i was completely broken.,4
saw a very arrogant girl walking like a queen.,1
"one night, at a friend's place i realized that i had everything i most wished, around me.",4
"i experienced this feeling when i was accepted as a student. because everything turned out different from my expectations. although i passed the exam successfully i was accepted as a student only when i did not expect it at all, namely at the beginning of september.",4
i was alone in a cottage i often stay in. i was woken up by a rustling sound in the middle of the night.,2
"i was not able to see my girlfriend on her birthday and because i was late arriving home from uni, i did not phone her as arranged at a certain time she rang in the meantime .",3
i was sitting in a restaurant with friends and i knew that in the meantime my girl friend must have come to my flat and found the door closed.,3
my uncle was taken to the utc for an operation as he had cancer. there had been a lot of deaths of late 3 out of every 4 operated. i was scared for my uncle's life.,2
in a sexual experience with an unknown woman where after the sexual act i only could go away without looking backwards.,1
this sounds really predictable and usual but it was absolutely heart rending at the time. my first lover i was 15 just rang up one day and announced that he had found another woman. i never saw him again and it hurt because i was positive that it was true love !!,5
a friend of mine told me that i had passed the entrance exam to the university.,4
"at work, when an elderly man complained unjustifiably about me and distrusted me.",0
years ago i ran away from home which disappointed my parents.,3
"i saw a septic, smelling wound.",1
"disgusted with boyfriend's mother her overpowering, over protecting and selfish attitudes.",1
when my kid brother broke my reading spectacles.,0
"afraid of getting alone without friends, without anybody.",2
hear my name on the list attending the english lectures.,4
i found a problem in homework which would not get solved although i tried my best.,2
"i had not told my parents about my bad marks in school. one day, my father wanted to speak to the teachers. fortunately i could influence my parents to take it easy.",2
"when i lose on my bets on anything baseball, football, basketball, track, craps, poker, or arcade whether its 5 dollars or 200 i feel that i should never have done it in the first place.",1
i was disgusted when my brother was arrested because of stealing money.,1
"i had gone to aa bookshop to buy some books. somehow, i got very cross with the security guard checking through what i had bought. i lost my temper and screamed at him. later i felt very ashamed at myself as a lot of people i know were there.",6
"i felt disgust when i realized that i had eaten something fatty, and vomited too much.",1
"i was alone in my parents' house, having made plans to spend the afternoon with a lover plans which the lover cancelled , watching a movie and considering my life and circumstances pressures of examinations in particular.",5
"it was a complex situation concerning a relationship with a boyfriend, i had broken the relationship for some reasons. meanwhile, as i felt it, i had most sorrow.",5
"disgust for a person who treated me badly, and has treated other people similarly including lying, hiding facts, being deceitful, unfair, etc.",1
watching an alcoholic woman who was approaching everyone at the wharf for cigarettes a prostitute in auckland elderly .,1
when i was in the puberty i smashed the favourite toy of my little brother because of a fit of rage.,3
"my friend was so intoxicated that the police came and took him away, and they later contacted his parents.",6
we got news that my almost 21 years old brother died while visiting europe of a cerebral hemorhage. it finally hit me an hour after we saw his corpse in the coffin. it felt like a door between himself and everything had closed and locked forever.,5
always when i get separated from my friends and relatives from my home town.,5
at a certain situation i felt myself neglected and undeservedly harmed.,0
one of my best friends was hurt by a girl he loves.,5
a time when i was very afraid of something was when i broke my father's antique lamp.,2
when i knew that my husband and i were going to have a child.,4
my younger brother and i had been fighting over the tv video. he kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky. we fought and i ended up in tears he would won.,0
one of those days when i was going to school with my brother and he annoyed me.,1
when i went to my first dental appointment.,2
finding out about people can go mad for social reasons.,2
i had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible.,5
noisy people in the library.,1
"after my vacations, one day after a lecture it occured to me to buy a rose for my mother. we went together to a pub and my mother told me that she would be getting married next spring. i did not known about it and so was all the more glad.",4
when my roommate and i had dinner together we decided as to who would clean the bowls. one day when i came back from school i found that she had not cleaned up. since i had to cook dinner i cleaned them myself and felt unhappy and disgusted.,1
when i shout at a colleague in classroom.,3
when one is alone and knows that all the others are celebrating.,5
"the behaviour of a colleague of mine, which does not correspond to my norms of behaviour.",1
in a fit of temper i told things that were unjust and they greatly hurt my mother though she did not show it.,3
i offended a person who had done much for me and who had helped me for everything.,3
when my grandfather died.,5
someone signed up for a workshift at the co op where i live and she did not want to work the switchboard. i became very angry. she had mentioned earlier that she wanted and needed the workshift to me so i did not sign up.,0
"one night, when i got out from the university i saw two strange people near my car. when i got near, they moved away, and then came close again. i had a feeling that they were assaulters. after i left i discovered that the windshield was broken.",2
when you told everyone in the last lecture you will do all lectures again in english and everybody can come not only english classes,4
going to cal not knowing anyone.,2
i reachad home to find that my baby had not been bathed and fed.,0
when i swindled money out of someone.,6
"i had planned a trip to the south during easter, together with a friend. she was very sorry when i changed my mind and decided not to go after all.",3
"finding out that the class leader can go to your lectures, and his english is worse than mine.",1
when i knew i had to go out with my mother on some errands.,5
when i forgot the lyrics during a song contest.,5
i was looking for an object when i came across a rotten corpse of a rat.,1
"last course, when i passed with good marks three subjects which i had previously failed.",4
"when i meet old past pupils of mine and find they are all doing well i feel joy. yesterday i met a young woman 20 yrs i would taught her at 6 yrs, then at 12 yrs and had not seen her for last 3 4 yrs she was no longer a waitress but a meter maid for council.",4
close friend discovered i had deceived them. felt shame at having done it and knowing that they knew.,6
"my fear appeared in the form of jealousy. i was afraid that my girl friend had fallen in love with another man, i was afraid to lose her.",2
i was forced to go to a party with someone i did not love and he was telling people that i was his girlfriend.,1
when i learnt that i had been accepted at unza.,4
i was on the inter rail in naples alone. after an evening in a restaurant i was going back to the hotel when a prostitute approached me to sell herself. i refused but as i carried on walking i felt that i was being followed by someone.,2
"after having quarelled unnecessarily and without any reason, and having been stupidly cross in every way.",6
"when i went home and there was nobody, i waited till 2 a.m and still nobody. i was suddenly scared and anxious as this had never happened before. in addition my mother was very weak and i feared that she had met with an accident. therefore i was anxious all night.",2
my girlfriend gave me some feed back and i understood that it meant that our relationship was about to turn even closer.,4
before i had a tooth pulled out. i was very upset and ill.,2
talking with a nice girl.,4
i was ashamed when my friend and i were cross with each other till we apologized to each other.,6
passed an exam by 2 points.,4
"when i left new york, and all my family and my friends behind me.",5
when i was young i was told to to the shop to buy a dozen eggs. i went and asked for one egg and the people in the shop laughed at me and so did my family when i told them what had happened.,6
when i learnt that i had been admitted to the university.,4
south korea winning more gold medals in the asian olympic more than china .,0
"in a cottage in a large forest, i was alone for a while in the dark.",2
"on my way home in the middle of the night i saw a drunk man and a woman who were quarreling, beating each other, shouting and so on. i felt disgusted especially because they treated each other in such a degrading way.",1
an unjust refree decision at a sports event when i was the team leader.,0
this situation keeps occurring when my little sister disagrees with me or vice versa. we have very similar temperaments and i always end up feeling angry at her and myself for fighting so much over unimportant trivial matters.,0
i felt anger against a person who told bad things about me in my absence.,0
at a friend's party there were several allusions to my sexual adventures.,6
"when i was still a child, i saw a horror film on tv in which there was a rotten human skull.",1
relating to my closest family.,4
i failed an exam which i thought i would certainly pass.,6
i was angry with a friend of mine who behaved in an affected manner.,0
"there is a boy who i love very much. i asked him to have dinner with me, but he refused i do not know why he did not go with me, but i felt very lonely.",5
when i nearly drowned in icy water wearing ice skates. it was difficult to get out.,2
"when i was in form 3, my aunts lied to my daddy telling him that i had told them that i was pregnant. my daddy told my mother and she asked me if it was true. i was very angry with my aunts.",0
after a weekend at a seminar i saw my husband again. i hurried home hoping he would be there. we embraced i enjoyed feeling his body.,4
my father had a heart attack when i was not at home i was still living with them . he recovered relatively well although he had to retire which implied relief from the stress of a small scale enterprise .,5
my sisters asked me to fetch them at a discotheque which is 5 km off. there was a thick fog and snowfall. there was not enough room in the car for all of them and they asked me to go there once again. when i did not do that they had a way to make me feel guilty.,3
i helped someone to do something and was found out.,2
"i wanted something in particular and did not get it, also there was no possibility of getting it.",5
"my boyfriend and i were getting dressed up and putting make up on to go to a halloween party. we were dressing up to be two mimes. it was very enjoyable and i thought we looked really good, it was an accomplishment. we were alone in his house.",4
my father dying.,5
"a very close friend from victoria visited me over the holidays. having enjoyed his company immensely over 10 short days, i was overwhelmed by sadness when he left to return to victoria.",5
finding out from this lecture that china is backward in psychology.,6
"when i saw my brother in church, and publically accept jesus christ as his saviour and lord.",4
seeing a pornographic film when looking for a place to live.,1
"i felt it when i saw a colleague of mine eating like a beast. at the same time he was making gestures, speaking and making the hell of a noise.",1
my boyfriend is a soldier. he was on a leave. i felt sad when we had to get separated again.,5
i felt guilt when i betrayed the person whom i loved.,3
when my beloved grandfather died.,5
"when a discussion resulted in an insult, which in my opinion, was not justified.",0
after a jogging session i had severe abdominal cramps and this lead to my wanting to empty my bladder. my friends gathered around me and two of them had to help me to the toilet. i was ashamed at having to go to the toilet in the presence of my friends.,6
i read a newspaper report that a little boy was forced to look while his sister was raped.,1
my boy friend told me that he would take me to the training of the life saving dogs.,4
when i saw a few people beating a man who seemed to be a stranger.,0
once while studying for my exam i found so many complicated words that it disgusted me.,1
"a similar feeling i felt quite recently while travelling in a taxi. the driver treated me roughly and dishonestly he chose the longest route, he overdrawed almost one lev more and he tried to be intimate with me.",1
when i passed the toefel with very good marks.,4
when reading a newspaper story of a man who had committed incestuous acts on his two year old child the thought that anyone could do such a thing is abhorrent to me.,1
my grand father caught me eating his private jelly bean supply.,6
during labour when the foetal sounds became faint and there was a big alert for a forceps delivery.,2
"when i was young i had gone to an old lift and played with the antique lift. the guy discovered me and warned me, i was very frightened.",2
i caught a close relative with the servant of the house.,3
one time i was injured when i was playing football at school in blantyre. i was brought to the hospital while my leg was totally swollen. the x rays confirmed there was no fracture but collection of blood n the muscles. i feared when they started to incise the swollen part with surgical blade.,2
when an english teacher unfairly made me repeat a semester which i thought i had passed. i had to ask my parents for some more money to carry on studying.,0
death of my father he died of laryngeal cancer.,5
on my way through lonely streets i met with a huge stray dog. it stopped at some distance and looked at me. i tried to ignore it but i was very frightened.,2
when another fellow worker decided to leave the company. we had been very close and we would not be able to work with eachother any longer.,5
"a quarrel with my mother because i thought she said very unreasonable things about me, that hit me strongly.",0
i had an appointment with someone at a certain time. the other person did not appear.,0
"i gave tutorial to a student and i found that he was lazy, he did not pay attention to what i taught. he did some easy questions wrong deliberately.",0
"i could not fulfill a request of a girlfriend of mine, though i categorically promised her and i believed there would not be any hindrance. it was partly for objective reasons but also because i could not organize myself.",3
i felt very happy when i won the football pools.,4
when boyfriend lied to me.,0
i had just seen my pseudo girlfriend and our conversation angered me greatly.,0
"i felt the greatest burst of joy when after being heavily ill for a long period, my father came back home.",4
"when i could not pass my exams with good marks. my wedding was to take place 15 days after the exams and i tried to convince myself that this was the reason for my not having done well. however, i thought that had i really put my mind to doing well at the exams i would have done well.",6
at noon one sunday i received a phone call telling me that my mother had been knocked down by a car at the street crossing and that her husband should go and see her. i could not believe this as my father and my mother had gone out together to buy lunch boxes. however i immediately ran to the scene of the accident.,2
when the neighbour of a friend of mine was stabbed to death by thieves in kabwe. they stole his van.,5
when i blurted out an answer in class without having been asked to do so. the teacher told me that it was bad manners to do so.,6
"when my mother went through an operation, it was not very serious but i was sad and could not sleep before the operation.",5
it was when i failed standard 8 exams while all my friends passed and went to secondary school. in class i was always getting more marks than they did.,5
my father stayed abroad for one year. he does not like to write letters because he makes ortographic mistakes. i never had a good relation to him. he wrote me a letter in which he said that he loved me.,4
not being able to answer question in a seminar.,6
"my nephew's mother just left one day my brother and she were not married . my nephew, anthony, was shaken. i was sad for him because a similar situation happened to me.",5
"when i was young 14, i pinched from a store and was caught. the store then contacted my parents.",3
when i came to know that my exams were on two successive days and that there was very little time about 9 10 hours to study in between.,2
"when i finished my exams after 12th grade, i was worried about getting a t.e. score high enough for physiotherapy. when i found that i had been accepted i was ecstatic, or more appropriately, could jump for joy.",4
when i heard that my step mother had treated my mother in a wrong manner.,0
when i was forced to decline the invitation to my mother's 70th birthday because of my work committments in another area.,3
"i had to prepare a report but i could not write it. i read from a book off hand, i was quite uneasy and i felt i did not manage.",6
a friend of mine often had difficulties with her parents. once she had a child she had a better relationship with them.,4
my parents and brother came up over the weekend. we are a very close family. this was my first year away from home. they brought one jacko lantern with a new design. that is the old joke that we have a great new design it is always the same.,4
when i passed the first year and so i could come back for my second year.,4
our basketball team is undefeated in league play 4 0 currently.,4
my father caught me having sexual intercourse with my closest cousin. there was nothing wrong with it but the female was too old for me.,3
when i was told to attend an operation in theatre.,2
a friend's brother died.,5
i had been drinking with a pal and i later 1 of clock had a date with my fiancee. we were going to a spanish lesson and i was afraid that she would smell that i had been drinking.,2
"i went to fetch my girl friend at the station. when the train arrived and i saw her descending and running up to me, i felt glad.",4
it was a narrow and dirty passage which was located near the market and i had to stand there to wait for people.,1
when i demand too much from my friends.,3
after shouting at a friend.,6
"at the railway station, while waiting for the last train at night i noticed that a drunk young man was appraching me in a purposeful mannner.",2
being sexually assulted on a bus and noone helped people only laughed .,0
being threatened by another person.,2
"i had high heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and i looked as an old man when i was in those shoes.",6
when during winter the water pipes froze and we did not have any water for two days.,0
"after confronting the person who stood me up, i blew up and said all the wrong things.",3
insulted by other people in the shop.,0
two guys were fighting murderously and i feared that one of them would be killed.,2
it was the first time i met him my boyfriend mr.w . it was during the first term summer vacations. we met each other while handing in our homework. he invited me have a trip with him and we were together till 8 p.m.,4
boyfriend chatting up another girl.,0
"when i came back to my hostel, my bed was full of newspapers and dirty clothes. my room mate asked me to wash the clothes for him as he had no time this was his responsibility . the food we shared had been eaten up by him i ate little .",0
"i remember deceiving my brother, i told him that i was going to attend the sunday service, instead i went out to the town with a friend.",3
shame of being reprehended.,6
"for the above guilt at not living up to my own moral expectation, guilt for not being the type of person my patents wanted, guilt for just about bloody everything, just realising that i have failed drastically in my own eyes.",3
it was when i was selected to go to a secondary school to start form i.,4
when an uncle of mine who is very ill started to cough wich sounded very dirty. he cannot help it of course .,1
found out that someone i knew well has been misunderstanding me for 2 years.,0
i once proposed my own niece whom i did not know but i discovered after she was my girlfriend.,6
i was happy when i understood that the girl i liked was in love with me.,4
when i saw a t.v programme on animals in the film world mistreated and used .,1
"i met a friend in a discotheque. he was with a girl and he told me that she was not his girlfriend. i, to say something, commented that she must be a viscious woman. he then told me that she was his girl.",6
a colleague asked me for some advice and as he did not have enough confidence in me he asked a third person.,0
the people on my floor last year were very close. this year 4 of our best friends live together in an apartment. my boyfriend and i dropped by on one of their birthdays and stayed for dinner. two other people had already been invited and i felt uncomfortable and unwanted. then i realized i was the one who always called them and they rarely call me.,6
i was very happy when my scholarship to continue studying at unza was approved after it had been cancelled.,4
"the day that the results of the college entrance examinations for the s. paulo university were published and i did not find my name on the list. entering this university was my greatest wish, and the fact of not having succeded caused a great frustration, and not only sadness.",5
when i found out i had passed all of my university exams.,4
"when i break someone is things out of carelessness, or do something to make others feel unhappy or hurt the self esteem self confidence of others, especially if they happen to be friends or family members.",3
i remember when i was a child of a storm that made me terribly afraid. i thought that the house was coming down and that in the next day i would be dead. everybody was awake and i stayed all night in bed without falling asleep.,2
"i just opened the bathroom without knocking not knowing that someone was bathing inside, it happened to be my father.",6
one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully.,1
when i had to assume a position which i did not expect.,2
"a certain colleague of mine sent me to buy a bag of flour for him, he gave me k20. unfortunately i lost it.",3
when the dean of unza asked me to vacate a big flat i was occupying and take up a smaller one as i was becoming a full time student at unza.,0
emotional reassurances by spouse.,4
"after watching the 49ers lose game after game, year after year, i was finally rewarded with a super bowl victory which made me extremely happy.",4
when i heard my sister got in a bad car accident.,5
risk of being involved in a fight after a party.,2
"at the pre university, i was appreciated as an examplary student by our pricipal. this is something which made me feel very happy.",4
when i was transferred from chichiri secondary school to st. mary's sec. school. i was happy at chichiri as a day scholer and had made a lot of friends. i was going to a boarding and that meant parting with my friends as well as my boyfriend for the first time.,5
"when the robbers broke in, at night.",2
i had just moved to the town where i study and i got a postcard from a good friend from my home town .,4
when a certain drunk man slapped my buttocks when i was quietly standing waiting for a bus.,6
when i heard the examination results and when i recovered after having been sick for a week.,4
"always, and this happens often when i do not keep my word.",3
"my husband had gone to drive a strange, broken car. at the agreed time, he had not returned, and i feared that he had had an accident.",2
when i received a beautiful birthday gift form my parents.,4
i felt guilty when i mislead a person into thinking he was a close friend when that person was more of a casual acquaintance.,3
when i got low marks in b.sc final.,0
the death of jaya prakash narayan caused a great deal of sadness as i believed that he was the only true democrat and a ray of hope on the indian horizon.,5
at the police centre a man between 40 50 was brought in. he was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers.,1
there were old people in a crowded bus and i did not have the courage to give them my seat. i closed my eyes to sleep and then opened my book to read. in my heart i wanted to give them the seat.,3
i learnt from the newspaper that i had been accepted at the chinese university of h.k. it was 7 of the clock in the morning. later i told my family and relatives about it and had tea with them very joyfully.,4
my parents told me that they do not like my friend.,5
when i worked at the life saving sevice and saw the first exitus.,1
when i did not meet an appointment i had made. the person phoned me but i thought of something i told i was ill so that i did not have to go.,6
when my boyfriend sat up half the night playing computer games with a friend.,0
watching a tv documentary on seal clubbing.,1
when i was insulted by a man.,0
i had a discussion with my girl friend. after some time we started to quarrel and at least to get the upper hand i said that she was not as important to me as she might believe. some time later i apologized for that.,3
a friend of mine said in a group that she felt lonely and withdrawn from everyone because of mental deficiency.,3
when i saw the pictures of the draught in etiopia.,5
"realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims.",4
i slammed my little brother into a wall because he was bothering me.,3
when i pass an examination which i did not think i did well.,4
"while taking a short cut through the vasa park, i was surrounded by three people who tried to steal my money. i was scared and was saved only by the appearance of other people.",2
i was supposed to do something and did not. the person was really dependiong on me.,6
"receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not.",4
argument with roommate over a lock he had put on kitchen cupboard without telling anyone.,0
when our government decided to withdraw student allowances as it was one of the conditions imposed by the imf.,0
news was spread that i had been found doing sexual intercourse with a small girl. at first this annoyed me but later on i became ashamed because many people seemed to believe it.,6
being sexually assulted and told my friends about it we cried together .,5
"a friend's boy friend treated her very badly, let her serve him, provoked her and just utilized her.",1
i am not doing what i should with this questionnaire.,3
when my brother died.,5
when i received the results from my final examination higher school certificate and received a mark that was beyond my wildest expectations.,4
when i was caught with another man's wife. i had taken the opportuinty as this man was abroad but he returned that night.,3
"i was living in a flat where things did not go very well for me. finally, they threw me out and this prejudiced people i esteem a lot.",0
"the death of a relative, friend, or someone i esteem.",5
some students trying to please the lecturer.,1
my dear hamster called hannes died at the age of 2 and 1 2 years. his shape forced me to mercy killing an injection .,5
"when i went to my boyfriend's house for lunch and saw his parents, i felt that they were watching me all the time.",6
"when in a car accident where car was total wipe off wipe out, or write off .",2
"i had a quarrel with my father. he was depressed, because somebody had treated him injustly. as we had an argument, it was impossible for me to help him.",3
"when my best friend died, at the age of 16.",5
i worked in a harbour and emptied latrine containers from the back of the lorries.,1
"when my father had a serious fight with my sister, because of me.",3
when i learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy.,5
we are repainting rooms in my house. my mother started to enact plans to paint my room without consulting me.,0
when my car suddenly broke down !,0
sometimes i have by accident said to another person something in which it is easy to read a negative attitude.,6
i experienced it once when we were on a drive. our car passed by the one comming from the opposite direction at an incredibly small distance.,2
i am not good enough to join any team to play sport for the class.,3
not being able to spend more time with a friend who was visiting me.,3
my best friend suddenly acting strange towards me.,5
i sent a book to a friend of mine. the book meant a lot to me and he lost it.,0
when i argue with my mother about the way she treats her two children differently.,5
"when i get something that seemed very hard like getting a job, a boyfriend, etc. a specific sutuations, was when i started to date a boy whom i liked for a long time.",4
"several days after my final examination at school, i was sitting in an airplane on my way to greece. i enjoyed that moment very much.",4
after the funeral of an acquaintance i felt very depressed. that feeling turned into joy when i heard that i had achieved a good grade for an examination.,4
for the girl who halped me go on living and made me happy when i do not see her even for two or three days.,5
i was very happy when i received the year end results as i was worried about how well i had done. i was very happy to know that i had passed.,4
joining in a research group studying consumer's behaviour and helping the people in the shop with the sales.,4
seeing a person panhandling money on telegraph.,1
few days ago i really experienced fear. it was connected with unexpected actions on the part of a group of people. this evoked in me many negative emotions.,2
an inter college basket ball match.,2
"when someone tells me something that hurts me, i feel bad about it and also feel sad.",5
i had been telling lies and people discovered instantly that i was telling lies. i felt very shameful and i felt like disappearing from people.,6
"when my grandmother was about 80 years old, she lived with us for several years. i saw her illness. i did not even want to breath the air that smelled of her presence.",1
slaughtering of animals.,1
"when i was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up. i was afraid of the people near me and the future consequences.",2
when i was told that my father had passed away.,5
in an exam i answered the questions rather carelessly and afterwards i thought that the exam would have been better had i answered more carefully.,3
to loose friends because of them over estimating themselves.,1
lately i have felt guilty because i am folling behind in my classes and not studying much.,3
felt i had not appreciated my parents enough. regretted the problems i would caused.,6
"i was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold up lasted a few minutes but it was terrible. i had never seen a gun so close.",2
"in a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non existent authority with undue strictness towards a good humoured drunk who could not find his ticket at once.",0
"during the week end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick.",1
"when abroad, while driving a car along a dark, winding road.",2
when i did bad on a chamistry midterm which i could have done well.,5
told by some people the class leader only choose his friends not true .,0
there is a mad boy in our village. this boy hit me with a raw paw paw in the face.,0
while playing i urinated on grandma's floor and did not go to the lavatory. my cousin told grandma and she came.,6
"i feel shame every time i think of very dear friends of mine abroad who were family to me for a year, and now 2 years later, i have attempted, but have not actually gone through with corresponding with them, to express my feelings and gratitude.",6
not doing well in the examn.,6
when i stayed alone in a house in great brittain and there was a lot of rumour in the newspaper about a murderer still being free.,2
when a dog is left whining outside a shop.,1
my friend told me in a fairly loud voice the blunders she committed last night.,6
a four year girl ran away from her father straight in front of my car. i was forced to use the emergency brakes.,2
one day i was chatting with children at home. then i took a lump of soap and gave to one of them pretending that it was a sweet. i thought the child would realise that it was not. unfortunately he did not and he put it in his mouth.,3
when i offend somebody unfairly.,3
i was the last among the list of failures in my class of biology.,6
"a friend's father had died, i was to come and see this friend although i did not know his family.",2
when i tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk.,1
"i learned that a class mate had given a list, of peolpe who help each other in exams, to the professor.",0
i went to the shopping centre to buy something and saw packets of kapenta with maggots in them. oh !,1
"when i had come home drunk the day after a party, i felt very ashamed in front of my parents.",6
disgust with oneself after being intoxicated enough to go to bed with a stranger.,1
when i realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship.,5
"this is one feeling i never betray, but i must confess that the last time i slighty felt happy was when i passed my m.a with a high rank. this was a few years ago when my friend told me about the result.",4
this issue worried me rather than saddening me. in mid september i went to guanggho alone. i was looking for an accomodation in the evening and after having walked 2 or 3 miles i still could not find anything. what could i do? i was not worried about sleeping on the streets but because of some procedural problems. i finally found a place to sleep at 8 of the clock.,5
fooling around with this guy i did not know.,6
"i borrowed a car which was supposed to be used for a long journey a few hours later, and one of the tyres burst in the middle of the town and i did not know what to do.",2
"i did not keep a promise i had made to a man, and in this way i lost his esteem and confidence in me. i caused him a lot of trouble.",3
"on a mountain tour, my girlfriend and i passed by an inn. near the house there was a big dog which began to follow us. as my girlfriend is afraid of dogs, i had to draw his attention to me. he jumped towards my shoulders and wanted to play with me but i really did not like that.",2
it was not long ago when i and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. i felt fear of what could have happened.,2
cannot remember exact example.,0
doing poorly on an exam that i thought i should do well.,6
when i argue with my sister. it feels sometimes that i have the upper hand and i use it. i often argue better and this makes her terribly angry.,3
"getting terrible meals, but paying heaps for them.",0
at a night club watching little tarts trying to earn a living.,1
"i wanted to go to bhopal for relief work gas tragedy . my boss simply refused to let me go, i was so angry that the only thought that came to my mind was to quit the job.",0
friends calling me fat pear shaped in front of a nice girl.,1
when i did poorly on a test and i knew that there was not an excuse for not doing better. made mistakes i could not believe i made.,6
"i had parked in a corner, and when i was going out i did not watch if another car was coming and went out. the car that was coming was obliged to stop suddenly. it did not crash but for a little.",3
when some friends of mine asked me to go camping with them for a fortnight.,4
seeing for the first time pictures about the so called treatment of jewish people in nazi germany during world war ii.,0
